Pressure : 1008.13301 hPa,  Temp : 31.07778 deg,  Hum : 66.02709 pct  
Pressure : 1007.91922 hPa,  Temp : 32.71160 deg,  Hum : 60.32873 pct  
Pressure : 1007.94089 hPa,  Temp : 32.74224 deg,  Hum : 59.20930 pct  
Pressure : 1007.94591 hPa,  Temp : 32.76266 deg,  Hum : 58.88728 pct  
Pressure : 1007.95925 hPa,  Temp : 32.78819 deg,  Hum : 59.13472 pct  
Pressure : 1007.87113 hPa,  Temp : 32.80350 deg,  Hum : 58.78899 pct  
Pressure : 1007.91434 hPa,  Temp : 32.77798 deg,  Hum : 59.26345 pct  
Pressure : 1007.90601 hPa,  Temp : 32.77287 deg,  Hum : 58.68809 pct  
Pressure : 1007.97920 hPa,  Temp : 32.78308 deg,  Hum : 58.31865 pct  
Pressure : 1007.79965 hPa,  Temp : 32.82903 deg,  Hum : 58.78992 pct  
Pressure : 1007.90773 hPa,  Temp : 32.80861 deg,  Hum : 58.88309 pct  
Pressure : 1007.99585 hPa,  Temp : 32.79329 deg,  Hum : 58.53034 pct  
Pressure : 1007.96758 hPa,  Temp : 32.79329 deg,  Hum : 58.41881 pct  
Pressure : 1007.83283 hPa,  Temp : 32.76266 deg,  Hum : 58.49402 pct  
Pressure : 1007.86942 hPa,  Temp : 32.76776 deg,  Hum : 58.58812 pct  
Pressure : 1007.86440 hPa,  Temp : 32.74734 deg,  Hum : 58.44652 pct  
Pressure : 1007.81116 hPa,  Temp : 32.73202 deg,  Hum : 58.54575 pct  
Pressure : 1007.92252 hPa,  Temp : 32.69628 deg,  Hum : 58.40361 pct  
Pressure : 1007.91419 hPa,  Temp : 32.69118 deg,  Hum : 58.57949 pct  
Pressure : 1007.94246 hPa,  Temp : 32.69118 deg,  Hum : 58.48559 pct  
Pressure : 1007.86096 hPa,  Temp : 32.67586 deg,  Hum : 58.67870 pct  
Pressure : 1007.89755 hPa,  Temp : 32.68097 deg,  Hum : 58.77278 pct  
Pressure : 1007.90917 hPa,  Temp : 32.67076 deg,  Hum : 58.60810 pct  
Pressure : 1007.84431 hPa,  Temp : 32.66565 deg,  Hum : 57.49275 pct  
Pressure : 1007.74789 hPa,  Temp : 32.67586 deg,  Hum : 58.42049 pct  
Pressure : 1007.79610 hPa,  Temp : 32.67076 deg,  Hum : 58.70199 pct  
Pressure : 1007.90917 hPa,  Temp : 32.67076 deg,  Hum : 58.68439 pct  
Pressure : 1007.87760 hPa,  Temp : 32.68607 deg,  Hum : 58.60278 pct  
Pressure : 1007.90257 hPa,  Temp : 32.70139 deg,  Hum : 58.87329 pct  
Pressure : 1007.85106 hPa,  Temp : 32.72181 deg,  Hum : 58.74493 pct  
Pressure : 1007.93587 hPa,  Temp : 32.72181 deg,  Hum : 58.83296 pct  
Pressure : 1007.88105 hPa,  Temp : 32.75755 deg,  Hum : 58.55254 pct  
Pressure : 1007.99083 hPa,  Temp : 32.77287 deg,  Hum : 58.27133 pct  
Pressure : 1007.93257 hPa,  Temp : 32.73713 deg,  Hum : 58.70440 pct  
Pressure : 1007.89425 hPa,  Temp : 32.69628 deg,  Hum : 58.17471 pct  
Pressure : 1007.91089 hPa,  Temp : 32.70650 deg,  Hum : 58.43919 pct  
Pressure : 1007.95911 hPa,  Temp : 32.70139 deg,  Hum : 58.36271 pct  
Pressure : 1007.89078 hPa,  Temp : 32.62480 deg,  Hum : 58.50081 pct  
Pressure : 1007.87084 hPa,  Temp : 32.62991 deg,  Hum : 58.60075 pct  
Pressure : 1007.87587 hPa,  Temp : 32.65033 deg,  Hum : 58.54868 pct  
Pressure : 1007.99223 hPa,  Temp : 32.63502 deg,  Hum : 58.41903 pct  
Pressure : 1007.95061 hPa,  Temp : 32.60949 deg,  Hum : 58.63522 pct  
Pressure : 1007.88246 hPa,  Temp : 32.61970 deg,  Hum : 58.46542 pct  
Pressure : 1007.92892 hPa,  Temp : 32.57885 deg,  Hum : 58.52850 pct  
Pressure : 1007.95718 hPa,  Temp : 32.57885 deg,  Hum : 58.75145 pct  
Pressure : 1007.85246 hPa,  Temp : 32.58396 deg,  Hum : 60.44679 pct  
Pressure : 1007.89737 hPa,  Temp : 32.59417 deg,  Hum : 59.03362 pct  
Pressure : 1007.87414 hPa,  Temp : 32.61459 deg,  Hum : 59.25732 pct  
Pressure : 1007.89911 hPa,  Temp : 32.62991 deg,  Hum : 59.11709 pct  
Pressure : 1007.95235 hPa,  Temp : 32.64523 deg,  Hum : 59.24674 pct  
Pressure : 1007.85922 hPa,  Temp : 32.64012 deg,  Hum : 59.25241 pct  
Pressure : 1007.89581 hPa,  Temp : 32.64523 deg,  Hum : 59.35234 pct  
Pressure : 1007.85090 hPa,  Temp : 32.63502 deg,  Hum : 59.07034 pct  
Pressure : 1007.89581 hPa,  Temp : 32.64523 deg,  Hum : 59.47554 pct  
Pressure : 1007.89252 hPa,  Temp : 32.66054 deg,  Hum : 58.93634 pct  
Pressure : 1007.93743 hPa,  Temp : 32.67076 deg,  Hum : 59.30637 pct  
Pressure : 1007.93414 hPa,  Temp : 32.68607 deg,  Hum : 59.17786 pct  
Pressure : 1007.88420 hPa,  Temp : 32.65544 deg,  Hum : 59.05937 pct  
Pressure : 1007.93743 hPa,  Temp : 32.67076 deg,  Hum : 60.41508 pct  
Pressure : 1007.88922 hPa,  Temp : 32.67586 deg,  Hum : 59.23615 pct  
Pressure : 1007.91749 hPa,  Temp : 32.67586 deg,  Hum : 59.27722 pct  
Pressure : 1007.89755 hPa,  Temp : 32.68097 deg,  Hum : 59.37716 pct  
Pressure : 1007.94246 hPa,  Temp : 32.69118 deg,  Hum : 59.46555 pct  
Pressure : 1007.96743 hPa,  Temp : 32.70650 deg,  Hum : 59.30184 pct  
Pressure : 1007.87933 hPa,  Temp : 32.72181 deg,  Hum : 59.74835 pct  
Pressure : 1007.95251 hPa,  Temp : 32.73202 deg,  Hum : 60.24155 pct  
Pressure : 1007.90932 hPa,  Temp : 32.75755 deg,  Hum : 60.03136 pct  
Pressure : 1007.99413 hPa,  Temp : 32.75755 deg,  Hum : 59.52675 pct  
Pressure : 1007.87933 hPa,  Temp : 32.72181 deg,  Hum : 59.23787 pct  
Pressure : 1007.85938 hPa,  Temp : 32.72692 deg,  Hum : 59.00920 pct  
Pressure : 1007.89597 hPa,  Temp : 32.73202 deg,  Hum : 59.57272 pct  
Pressure : 1007.96084 hPa,  Temp : 32.73713 deg,  Hum : 59.35581 pct  
Pressure : 1007.97748 hPa,  Temp : 32.74734 deg,  Hum : 59.34446 pct  
Pressure : 1007.92926 hPa,  Temp : 32.75245 deg,  Hum : 59.37986 pct  
Pressure : 1007.98251 hPa,  Temp : 32.76776 deg,  Hum : 59.16330 pct  
Pressure : 1007.96586 hPa,  Temp : 32.75755 deg,  Hum : 59.36832 pct  
Pressure : 1007.95423 hPa,  Temp : 32.76776 deg,  Hum : 59.22786 pct  
Pressure : 1007.93759 hPa,  Temp : 32.75755 deg,  Hum : 58.88709 pct  
Pressure : 1007.90932 hPa,  Temp : 32.75755 deg,  Hum : 59.12771 pct  
Pressure : 1008.04235 hPa,  Temp : 32.75245 deg,  Hum : 58.78713 pct  
Pressure : 1007.96586 hPa,  Temp : 32.75755 deg,  Hum : 57.65437 pct  
Pressure : 1007.90932 hPa,  Temp : 32.75755 deg,  Hum : 59.15119 pct  
Pressure : 1007.96586 hPa,  Temp : 32.75755 deg,  Hum : 57.65437 pct  
Pressure : 1007.99413 hPa,  Temp : 32.75755 deg,  Hum : 58.88709 pct  
Pressure : 1007.95423 hPa,  Temp : 32.76776 deg,  Hum : 58.98724 pct  
Pressure : 1007.93429 hPa,  Temp : 32.77287 deg,  Hum : 59.16349 pct  
Pressure : 1007.99083 hPa,  Temp : 32.77287 deg,  Hum : 59.04025 pct  
Pressure : 1007.92596 hPa,  Temp : 32.76776 deg,  Hum : 58.55877 pct  
Pressure : 1007.96256 hPa,  Temp : 32.77287 deg,  Hum : 58.95808 pct  
Pressure : 1007.94261 hPa,  Temp : 32.77798 deg,  Hum : 58.65893 pct  
Pressure : 1007.93931 hPa,  Temp : 32.79329 deg,  Hum : 58.80036 pct  
Pressure : 1008.01250 hPa,  Temp : 32.80350 deg,  Hum : 58.62463 pct  
Pressure : 1007.96758 hPa,  Temp : 32.79329 deg,  Hum : 58.96470 pct  
Pressure : 1007.96427 hPa,  Temp : 32.80861 deg,  Hum : 58.58372 pct  
Pressure : 1007.93270 hPa,  Temp : 32.82393 deg,  Hum : 59.07736 pct  
Pressure : 1007.98924 hPa,  Temp : 32.82393 deg,  Hum : 59.45886 pct  
Pressure : 1008.07076 hPa,  Temp : 32.83924 deg,  Hum : 59.11901 pct  
Pressure : 1007.98263 hPa,  Temp : 32.85456 deg,  Hum : 59.13132 pct  
Pressure : 1007.94273 hPa,  Temp : 32.86477 deg,  Hum : 59.14931 pct  
Pressure : 1007.89450 hPa,  Temp : 32.86988 deg,  Hum : 58.96752 pct  
Pressure : 1007.93942 hPa,  Temp : 32.88009 deg,  Hum : 59.11466 pct  
Pressure : 1007.89119 hPa,  Temp : 32.88520 deg,  Hum : 59.15594 pct  
Pressure : 1008.01261 hPa,  Temp : 32.89030 deg,  Hum : 60.36519 pct  
Pressure : 1007.91946 hPa,  Temp : 32.88520 deg,  Hum : 59.49053 pct  
Pressure : 1007.94774 hPa,  Temp : 32.88520 deg,  Hum : 59.03266 pct  
Pressure : 1008.00429 hPa,  Temp : 32.88520 deg,  Hum : 58.88003 pct  
Pressure : 1007.99597 hPa,  Temp : 32.88009 deg,  Hum : 58.84462 pct  
Pressure : 1007.91776 hPa,  Temp : 32.84946 deg,  Hum : 58.85524 pct  
Pressure : 1008.01752 hPa,  Temp : 32.82393 deg,  Hum : 58.77212 pct  
Pressure : 1007.93270 hPa,  Temp : 32.82393 deg,  Hum : 58.39642 pct  
Pressure : 1007.95595 hPa,  Temp : 32.80350 deg,  Hum : 58.42504 pct  
Pressure : 1008.07234 hPa,  Temp : 32.78819 deg,  Hum : 58.40102 pct  
Pressure : 1008.11224 hPa,  Temp : 32.77798 deg,  Hum : 58.53566 pct  
Pressure : 1008.06732 hPa,  Temp : 32.76776 deg,  Hum : 58.28289 pct  
Pressure : 1008.04235 hPa,  Temp : 32.75245 deg,  Hum : 58.54648 pct  
Pressure : 1008.00905 hPa,  Temp : 32.73202 deg,  Hum : 57.95290 pct  
Pressure : 1007.96743 hPa,  Temp : 32.70650 deg,  Hum : 58.54483 pct  
Pressure : 1008.06889 hPa,  Temp : 32.71671 deg,  Hum : 58.24586 pct  
Pressure : 1008.02397 hPa,  Temp : 32.70650 deg,  Hum : 58.36289 pct  
Pressure : 1007.99067 hPa,  Temp : 32.68607 deg,  Hum : 58.45606 pct  
Pressure : 1007.96570 hPa,  Temp : 32.67076 deg,  Hum : 58.47312 pct  
Pressure : 1007.92581 hPa,  Temp : 32.68097 deg,  Hum : 58.39719 pct  
Pressure : 1007.96570 hPa,  Temp : 32.67076 deg,  Hum : 58.33227 pct  
Pressure : 1007.95408 hPa,  Temp : 32.68097 deg,  Hum : 58.64368 pct  
Pressure : 1007.90917 hPa,  Temp : 32.67076 deg,  Hum : 58.44378 pct  
Pressure : 1007.94246 hPa,  Temp : 32.69118 deg,  Hum : 58.37995 pct  
Pressure : 1007.99900 hPa,  Temp : 32.69118 deg,  Hum : 58.56189 pct  
Pressure : 1008.04391 hPa,  Temp : 32.70139 deg,  Hum : 58.78526 pct  
Pressure : 1007.99067 hPa,  Temp : 32.68607 deg,  Hum : 58.68494 pct  
Pressure : 1007.92252 hPa,  Temp : 32.69628 deg,  Hum : 58.50338 pct  
Pressure : 1007.99397 hPa,  Temp : 32.67076 deg,  Hum : 58.58462 pct  
Pressure : 1007.99726 hPa,  Temp : 32.65544 deg,  Hum : 58.47844 pct  
Pressure : 1007.93240 hPa,  Temp : 32.65033 deg,  Hum : 58.43718 pct  
Pressure : 1007.89911 hPa,  Temp : 32.62991 deg,  Hum : 58.44819 pct  
Pressure : 1007.94731 hPa,  Temp : 32.62480 deg,  Hum : 58.66511 pct  
Pressure : 1007.96725 hPa,  Temp : 32.61970 deg,  Hum : 58.72361 pct  
Pressure : 1007.93899 hPa,  Temp : 32.61970 deg,  Hum : 58.39501 pct  
Pressure : 1007.96725 hPa,  Temp : 32.61970 deg,  Hum : 58.64733 pct  
Pressure : 1007.97558 hPa,  Temp : 32.62480 deg,  Hum : 58.30130 pct  
Pressure : 1007.96222 hPa,  Temp : 32.59928 deg,  Hum : 58.55857 pct  
Pressure : 1007.97887 hPa,  Temp : 32.60949 deg,  Hum : 58.48266 pct  
Pressure : 1007.96725 hPa,  Temp : 32.61970 deg,  Hum : 58.73534 pct  
Pressure : 1008.02378 hPa,  Temp : 32.61970 deg,  Hum : 58.78228 pct  
Pressure : 1007.96396 hPa,  Temp : 32.63502 deg,  Hum : 58.97060 pct  
Pressure : 1008.03714 hPa,  Temp : 32.64523 deg,  Hum : 58.57783 pct  
Pressure : 1008.01217 hPa,  Temp : 32.62991 deg,  Hum : 58.85306 pct  
Pressure : 1008.01875 hPa,  Temp : 32.59928 deg,  Hum : 58.55271 pct  
Pressure : 1007.99048 hPa,  Temp : 32.59928 deg,  Hum : 58.68179 pct  
Pressure : 1007.99881 hPa,  Temp : 32.60438 deg,  Hum : 58.80519 pct  
Pressure : 1008.05205 hPa,  Temp : 32.61970 deg,  Hum : 58.76468 pct  
Pressure : 1008.04876 hPa,  Temp : 32.63502 deg,  Hum : 58.88259 pct  
Pressure : 1008.06212 hPa,  Temp : 32.66054 deg,  Hum : 58.91873 pct  
Pressure : 1008.03888 hPa,  Temp : 32.68097 deg,  Hum : 59.10139 pct  
Pressure : 1008.00732 hPa,  Temp : 32.69628 deg,  Hum : 59.41294 pct  
Pressure : 1008.08883 hPa,  Temp : 32.71160 deg,  Hum : 59.20228 pct  
Pressure : 1008.07721 hPa,  Temp : 32.72181 deg,  Hum : 59.22614 pct  
Pressure : 1008.04565 hPa,  Temp : 32.73713 deg,  Hum : 59.11521 pct  
Pressure : 1007.99743 hPa,  Temp : 32.74224 deg,  Hum : 59.32666 pct  
Pressure : 1008.05067 hPa,  Temp : 32.75755 deg,  Hum : 59.12184 pct  
Pressure : 1008.01078 hPa,  Temp : 32.76776 deg,  Hum : 59.31589 pct  
Pressure : 1008.04737 hPa,  Temp : 32.77287 deg,  Hum : 59.44518 pct  
Pressure : 1008.03245 hPa,  Temp : 32.79840 deg,  Hum : 59.51070 pct  
Pressure : 1008.04579 hPa,  Temp : 32.82393 deg,  Hum : 59.76989 pct  
Pressure : 1007.96929 hPa,  Temp : 32.82903 deg,  Hum : 59.31819 pct  
Pressure : 1008.07908 hPa,  Temp : 32.84435 deg,  Hum : 59.28355 pct  
Pressure : 1008.05913 hPa,  Temp : 32.84946 deg,  Hum : 59.32483 pct  
Pressure : 1007.95436 hPa,  Temp : 32.85456 deg,  Hum : 59.00218 pct  
Pressure : 1008.05913 hPa,  Temp : 32.84946 deg,  Hum : 59.13113 pct  
Pressure : 1007.96268 hPa,  Temp : 32.85967 deg,  Hum : 58.84974 pct  
Pressure : 1007.97932 hPa,  Temp : 32.86988 deg,  Hum : 58.97927 pct  
Pressure : 1007.97100 hPa,  Temp : 32.86477 deg,  Hum : 59.17866 pct  
Pressure : 1007.99597 hPa,  Temp : 32.88009 deg,  Hum : 58.89745 pct  
Pressure : 1007.93611 hPa,  Temp : 32.89541 deg,  Hum : 58.96846 pct  
Pressure : 1007.96438 hPa,  Temp : 32.89541 deg,  Hum : 58.73950 pct  
Pressure : 1008.00098 hPa,  Temp : 32.90051 deg,  Hum : 58.90994 pct  
Pressure : 1007.96107 hPa,  Temp : 32.91073 deg,  Hum : 58.95142 pct  
Pressure : 1007.91284 hPa,  Temp : 32.91583 deg,  Hum : 58.84592 pct  
Pressure : 1007.93279 hPa,  Temp : 32.91073 deg,  Hum : 58.75767 pct  
Pressure : 1007.96107 hPa,  Temp : 32.91073 deg,  Hum : 58.61676 pct  
Pressure : 1008.00930 hPa,  Temp : 32.90562 deg,  Hum : 58.66942 pct  
Pressure : 1007.99266 hPa,  Temp : 32.89541 deg,  Hum : 58.71015 pct  
Pressure : 1007.95275 hPa,  Temp : 32.90562 deg,  Hum : 58.54024 pct  
Pressure : 1008.00429 hPa,  Temp : 32.88520 deg,  Hum : 58.25768 pct  
Pressure : 1007.94603 hPa,  Temp : 32.84946 deg,  Hum : 58.36797 pct  
Pressure : 1008.02570 hPa,  Temp : 32.74224 deg,  Hum : 58.51677 pct  
Pressure : 1007.97246 hPa,  Temp : 32.72692 deg,  Hum : 58.41644 pct  
Pressure : 1008.06559 hPa,  Temp : 32.73202 deg,  Hum : 58.46945 pct  
Pressure : 1008.06559 hPa,  Temp : 32.73202 deg,  Hum : 58.34032 pct  
Pressure : 1007.97246 hPa,  Temp : 32.72692 deg,  Hum : 58.56904 pct  
Pressure : 1007.99240 hPa,  Temp : 32.72181 deg,  Hum : 58.66276 pct  
Pressure : 1008.01235 hPa,  Temp : 32.71671 deg,  Hum : 58.46303 pct  
Pressure : 1007.93414 hPa,  Temp : 32.68607 deg,  Hum : 58.72602 pct  
Pressure : 1008.04721 hPa,  Temp : 32.68607 deg,  Hum : 58.53823 pct  
Pressure : 1008.04721 hPa,  Temp : 32.68607 deg,  Hum : 58.55583 pct  
Pressure : 1007.96240 hPa,  Temp : 32.68607 deg,  Hum : 58.79644 pct  
Pressure : 1008.03056 hPa,  Temp : 32.67586 deg,  Hum : 58.73152 pct  
Pressure : 1008.03888 hPa,  Temp : 32.68097 deg,  Hum : 58.56152 pct  
Pressure : 1007.99067 hPa,  Temp : 32.68607 deg,  Hum : 58.68494 pct  
Pressure : 1007.97073 hPa,  Temp : 32.69118 deg,  Hum : 58.89639 pct  
Pressure : 1007.99900 hPa,  Temp : 32.69118 deg,  Hum : 58.65579 pct  
Pressure : 1007.97402 hPa,  Temp : 32.67586 deg,  Hum : 58.14464 pct  
Pressure : 1007.98061 hPa,  Temp : 32.64523 deg,  Hum : 58.53676 pct  
Pressure : 1008.07373 hPa,  Temp : 32.65033 deg,  Hum : 58.70125 pct  
Pressure : 1007.98390 hPa,  Temp : 32.62991 deg,  Hum : 58.45992 pct  
Pressure : 1007.98390 hPa,  Temp : 32.62991 deg,  Hum : 58.52447 pct  
Pressure : 1007.99223 hPa,  Temp : 32.63502 deg,  Hum : 58.63028 pct  
Pressure : 1008.00384 hPa,  Temp : 32.62480 deg,  Hum : 58.62404 pct  
Pressure : 1007.92234 hPa,  Temp : 32.60949 deg,  Hum : 58.44745 pct  
Pressure : 1007.95564 hPa,  Temp : 32.62991 deg,  Hum : 58.82959 pct  
Pressure : 1008.02882 hPa,  Temp : 32.64012 deg,  Hum : 58.60699 pct  
Pressure : 1007.99552 hPa,  Temp : 32.61970 deg,  Hum : 58.39501 pct  
Pressure : 1008.00713 hPa,  Temp : 32.60949 deg,  Hum : 58.42398 pct  
Pressure : 1007.95061 hPa,  Temp : 32.60949 deg,  Hum : 58.38877 pct  
Pressure : 1007.96725 hPa,  Temp : 32.61970 deg,  Hum : 58.37153 pct  
Pressure : 1008.07702 hPa,  Temp : 32.63502 deg,  Hum : 58.60681 pct  
Pressure : 1008.03211 hPa,  Temp : 32.62480 deg,  Hum : 58.59470 pct  
Pressure : 1008.06037 hPa,  Temp : 32.62480 deg,  Hum : 58.54189 pct  
Pressure : 1008.00055 hPa,  Temp : 32.64012 deg,  Hum : 58.53657 pct  
Pressure : 1007.95235 hPa,  Temp : 32.64523 deg,  Hum : 58.60718 pct  
Pressure : 1008.03385 hPa,  Temp : 32.66054 deg,  Hum : 58.56665 pct  
Pressure : 1007.96899 hPa,  Temp : 32.65544 deg,  Hum : 58.30238 pct  
Pressure : 1008.07702 hPa,  Temp : 32.63502 deg,  Hum : 58.57160 pct  
Pressure : 1008.01720 hPa,  Temp : 32.65033 deg,  Hum : 58.57215 pct  
Pressure : 1007.92408 hPa,  Temp : 32.64523 deg,  Hum : 58.70693 pct  
Pressure : 1008.01720 hPa,  Temp : 32.65033 deg,  Hum : 58.62496 pct  
Pressure : 1008.00055 hPa,  Temp : 32.64012 deg,  Hum : 58.64807 pct  
Pressure : 1008.05708 hPa,  Temp : 32.64012 deg,  Hum : 58.92972 pct  
Pressure : 1008.03714 hPa,  Temp : 32.64523 deg,  Hum : 58.70106 pct  
Pressure : 1008.02882 hPa,  Temp : 32.64012 deg,  Hum : 58.75369 pct  
Pressure : 1008.04876 hPa,  Temp : 32.63502 deg,  Hum : 58.87672 pct  
Pressure : 1008.07702 hPa,  Temp : 32.63502 deg,  Hum : 58.68896 pct  
Pressure : 1008.06870 hPa,  Temp : 32.62991 deg,  Hum : 58.62423 pct  
Pressure : 1007.97055 hPa,  Temp : 32.60438 deg,  Hum : 58.88146 pct  
Pressure : 1007.95061 hPa,  Temp : 32.60949 deg,  Hum : 58.78191 pct  
Pressure : 1007.99048 hPa,  Temp : 32.59928 deg,  Hum : 58.96341 pct  
Pressure : 1008.03869 hPa,  Temp : 32.59417 deg,  Hum : 60.34164 pct  
Pressure : 1008.01875 hPa,  Temp : 32.59928 deg,  Hum : 59.05728 pct  
Pressure : 1007.99377 hPa,  Temp : 32.58396 deg,  Hum : 58.89831 pct  
Pressure : 1007.98545 hPa,  Temp : 32.57885 deg,  Hum : 58.93332 pct  
Pressure : 1007.99048 hPa,  Temp : 32.59928 deg,  Hum : 58.86954 pct  
Pressure : 1007.97558 hPa,  Temp : 32.62480 deg,  Hum : 59.11690 pct  
Pressure : 1007.99048 hPa,  Temp : 32.59928 deg,  Hum : 58.87541 pct  
Pressure : 1008.03036 hPa,  Temp : 32.58906 deg,  Hum : 58.82223 pct  
Pressure : 1008.04701 hPa,  Temp : 32.59928 deg,  Hum : 58.92234 pct  
Pressure : 1007.99881 hPa,  Temp : 32.60438 deg,  Hum : 58.86973 pct  
Pressure : 1008.06366 hPa,  Temp : 32.60949 deg,  Hum : 59.26299 pct  
Pressure : 1008.01546 hPa,  Temp : 32.61459 deg,  Hum : 58.86424 pct  
Pressure : 1007.96725 hPa,  Temp : 32.61970 deg,  Hum : 59.04044 pct  
Pressure : 1008.01546 hPa,  Temp : 32.61459 deg,  Hum : 59.10478 pct  
Pressure : 1007.98719 hPa,  Temp : 32.61459 deg,  Hum : 57.59081 pct  
Pressure : 1008.02049 hPa,  Temp : 32.63502 deg,  Hum : 58.87672 pct  
Pressure : 1008.07373 hPa,  Temp : 32.65033 deg,  Hum : 58.88315 pct  
Pressure : 1008.00888 hPa,  Temp : 32.64523 deg,  Hum : 58.89470 pct  
Pressure : 1007.98061 hPa,  Temp : 32.64523 deg,  Hum : 59.01205 pct  
Pressure : 1007.98894 hPa,  Temp : 32.65033 deg,  Hum : 58.80100 pct  
Pressure : 1008.00888 hPa,  Temp : 32.64523 deg,  Hum : 59.01205 pct  
Pressure : 1008.07044 hPa,  Temp : 32.66565 deg,  Hum : 58.77222 pct  
Pressure : 1008.04218 hPa,  Temp : 32.66565 deg,  Hum : 58.76049 pct  
Pressure : 1008.02726 hPa,  Temp : 32.69118 deg,  Hum : 58.65579 pct  
Pressure : 1008.05553 hPa,  Temp : 32.69118 deg,  Hum : 58.75555 pct  
Pressure : 1007.96570 hPa,  Temp : 32.67076 deg,  Hum : 58.89564 pct  
Pressure : 1008.00559 hPa,  Temp : 32.66054 deg,  Hum : 58.55491 pct  
Pressure : 1007.95738 hPa,  Temp : 32.66565 deg,  Hum : 58.79570 pct  
Pressure : 1008.05553 hPa,  Temp : 32.69118 deg,  Hum : 58.66165 pct  
Pressure : 1007.99570 hPa,  Temp : 32.70650 deg,  Hum : 58.73850 pct  
Pressure : 1008.03229 hPa,  Temp : 32.71160 deg,  Hum : 58.80324 pct  
Pressure : 1007.95581 hPa,  Temp : 32.71671 deg,  Hum : 58.74474 pct  
Pressure : 1008.02067 hPa,  Temp : 32.72181 deg,  Hum : 58.88578 pct  
Pressure : 1008.01235 hPa,  Temp : 32.71671 deg,  Hum : 58.75061 pct  
Pressure : 1008.02900 hPa,  Temp : 32.72692 deg,  Hum : 58.82728 pct  
Pressure : 1008.05397 hPa,  Temp : 32.74224 deg,  Hum : 58.83371 pct  
Pressure : 1007.96586 hPa,  Temp : 32.75755 deg,  Hum : 58.68167 pct  
Pressure : 1008.05067 hPa,  Temp : 32.75755 deg,  Hum : 58.86361 pct  
Pressure : 1008.02240 hPa,  Temp : 32.75755 deg,  Hum : 58.72275 pct  
Pressure : 1008.04737 hPa,  Temp : 32.77287 deg,  Hum : 58.77613 pct  
Pressure : 1007.99083 hPa,  Temp : 32.77287 deg,  Hum : 58.61179 pct  
Pressure : 1008.04737 hPa,  Temp : 32.77287 deg,  Hum : 58.62940 pct  
Pressure : 1008.05900 hPa,  Temp : 32.76266 deg,  Hum : 58.72881 pct  
Pressure : 1008.09559 hPa,  Temp : 32.76776 deg,  Hum : 58.48834 pct  
Pressure : 1008.03072 hPa,  Temp : 32.76266 deg,  Hum : 58.20639 pct  
Pressure : 1008.03072 hPa,  Temp : 32.76266 deg,  Hum : 58.53511 pct  
Pressure : 1008.10392 hPa,  Temp : 32.77287 deg,  Hum : 58.17740 pct  
Pressure : 1008.06402 hPa,  Temp : 32.78308 deg,  Hum : 58.68846 pct  
Pressure : 1008.02742 hPa,  Temp : 32.77798 deg,  Hum : 58.61784 pct  
Pressure : 1008.03575 hPa,  Temp : 32.78308 deg,  Hum : 58.51237 pct  
Pressure : 1008.07564 hPa,  Temp : 32.77287 deg,  Hum : 58.23610 pct  
Pressure : 1008.09559 hPa,  Temp : 32.76776 deg,  Hum : 58.30637 pct  
Pressure : 1008.01078 hPa,  Temp : 32.76776 deg,  Hum : 58.22418 pct  
Pressure : 1008.00245 hPa,  Temp : 32.76266 deg,  Hum : 58.29444 pct  
Pressure : 1008.01078 hPa,  Temp : 32.76776 deg,  Hum : 58.30637 pct  
Pressure : 1008.03575 hPa,  Temp : 32.78308 deg,  Hum : 58.47128 pct  
Pressure : 1008.07564 hPa,  Temp : 32.77287 deg,  Hum : 58.24197 pct  
Pressure : 1008.01078 hPa,  Temp : 32.76776 deg,  Hum : 58.40029 pct  
Pressure : 1007.99083 hPa,  Temp : 32.77287 deg,  Hum : 58.43569 pct  
Pressure : 1008.01408 hPa,  Temp : 32.75245 deg,  Hum : 58.04753 pct  
Pressure : 1007.99743 hPa,  Temp : 32.74224 deg,  Hum : 58.14110 pct  
Pressure : 1008.04565 hPa,  Temp : 32.73713 deg,  Hum : 58.11744 pct  
Pressure : 1007.96916 hPa,  Temp : 32.74224 deg,  Hum : 58.27024 pct  
Pressure : 1008.02397 hPa,  Temp : 32.70650 deg,  Hum : 58.01071 pct  
Pressure : 1008.01062 hPa,  Temp : 32.68097 deg,  Hum : 57.89830 pct  
Pressure : 1008.02882 hPa,  Temp : 32.64012 deg,  Hum : 57.92623 pct  
Pressure : 1008.04372 hPa,  Temp : 32.61459 deg,  Hum : 58.27159 pct  
Pressure : 1007.97055 hPa,  Temp : 32.60438 deg,  Hum : 58.27123 pct  
Pressure : 1007.98390 hPa,  Temp : 32.62991 deg,  Hum : 58.23106 pct  
Pressure : 1007.99223 hPa,  Temp : 32.63502 deg,  Hum : 58.14908 pct  
Pressure : 1007.95235 hPa,  Temp : 32.64523 deg,  Hum : 58.14943 pct  
Pressure : 1007.92737 hPa,  Temp : 32.62991 deg,  Hum : 58.18998 pct  
Pressure : 1007.91576 hPa,  Temp : 32.64012 deg,  Hum : 58.30771 pct  
Pressure : 1007.93899 hPa,  Temp : 32.61970 deg,  Hum : 58.20135 pct  
Pressure : 1007.91905 hPa,  Temp : 32.62480 deg,  Hum : 58.43627 pct  
Pressure : 1007.92737 hPa,  Temp : 32.62991 deg,  Hum : 58.28387 pct  
